dataset,split,missing_type,missing_rate,method,lambda,accuracy,balanced_accuracy,f1,roc_auc
biodeg,1,MNAR,0.5,pseudo_labeling,1.0,0.8483412322274881,0.8609992328346758,0.8699186991869918,0.9079401611047181
biodeg,1,MNAR,0.5,kmeans_majority,1.0,0.8293838862559242,0.8458477176831607,0.8512396694214877,0.9040084388185655
biodeg,1,MNAR,0.5,naive,1.0,0.8388625592417062,0.8483410049865745,0.8629032258064516,0.913981588032221
biodeg,1,MNAR,0.55,pseudo_labeling,1.0,0.8151658767772512,0.8217779056386652,0.8433734939759037,0.8868431146912159
biodeg,1,MNAR,0.55,kmeans_majority,1.0,0.7156398104265402,0.7549386267740699,0.7247706422018348,0.7791522823168392
biodeg,1,MNAR,0.55,naive,1.0,0.8530805687203792,0.8546221710778673,0.8784313725490196,0.8988300728807057
biodeg,1,MNAR,0.6000000000000001,pseudo_labeling,1.0,0.6824644549763034,0.7360471806674338,0.6731707317073171,0.8745684695051784
biodeg,1,MNAR,0.6000000000000001,kmeans_majority,1.0,0.6824644549763034,0.733505945531262,0.6763285024154589,0.851649405446874
biodeg,1,MNAR,0.6000000000000001,naive,1.0,0.7630331753554502,0.7826524741081704,0.788135593220339,0.8740889911775988
biodeg,1,MNAR,0.65,pseudo_labeling,1.0,0.6966824644549763,0.7550345224395858,0.6831683168316832,0.8785001917913311
biodeg,1,MNAR,0.65,kmeans_majority,1.0,0.6350710900473934,0.6905446873801304,0.6169154228855721,0.738108937476026
biodeg,1,MNAR,0.65,naive,1.0,0.8009478672985783,0.8256616800920599,0.8205128205128205,0.8976793248945147
biodeg,1,MNAR,0.7000000000000001,pseudo_labeling,1.0,0.5450236966824644,0.6363636363636364,0.42857142857142855,0.8534714230916763
biodeg,1,MNAR,0.7000000000000001,kmeans_majority,1.0,0.5402843601895735,0.624952052167242,0.4393063583815029,0.43867472190256995
biodeg,1,MNAR,0.7000000000000001,naive,1.0,0.7677725118483413,0.7940640583045646,0.7878787878787878,0.8560606060606061
biodeg,1,MNAR,0.75,pseudo_labeling,1.0,0.3744075829383886,0.5,0.0,0.6531453778289221
biodeg,1,MNAR,0.75,kmeans_majority,1.0,0.3744075829383886,0.5,0.0,0.5
biodeg,1,MNAR,0.75,naive,1.0,0.3744075829383886,0.5,0.0,0.7262178749520521
biodeg,1,MNAR,0.8,kmeans_majority,1.0,0.3744075829383886,0.5,0.0,0.5
biodeg,1,MNAR,0.8,naive,1.0,0.3744075829383886,0.5,0.0,0.3182777138473341
biodeg,1,MNAR,0.8500000000000001,kmeans_majority,1.0,0.3744075829383886,0.5,0.0,0.5
biodeg,1,MNAR,0.8500000000000001,naive,1.0,0.3744075829383886,0.5,0.0,0.3130034522439586
biodeg,2,,,oracle,0.3359818286283781,0.8672985781990521,0.8562393707482994,0.9027777777777778,0.9173044217687074
biodeg,2,MCAR,0.0,pseudo_labeling,1.0,0.8672985781990521,0.8562393707482994,0.9027777777777778,0.9173044217687074
biodeg,2,MCAR,0.0,kmeans_majority,1.0,0.8672985781990521,0.8562393707482994,0.9027777777777778,0.9173044217687074
biodeg,2,MCAR,0.0,naive,1.0,0.8672985781990521,0.8562393707482994,0.9027777777777778,0.9173044217687074
biodeg,2,MCAR,0.05,pseudo_labeling,1.0,0.8625592417061612,0.8484268707482994,0.8996539792387543,0.9203869047619048
biodeg,2,MCAR,0.05,kmeans_majority,1.0,0.8672985781990521,0.851828231292517,0.903448275862069,0.9157100340136054
biodeg,2,MCAR,0.05,naive,1.0,0.8578199052132701,0.8450255102040816,0.8958333333333334,0.9194302721088435
biodeg,2,MCAR,0.1,pseudo_labeling,1.0,0.8625592417061612,0.8528380102040816,0.8989547038327527,0.9181547619047619
biodeg,2,MCAR,0.1,kmeans_majority,1.0,0.8767772511848341,0.8630420918367347,0.9103448275862069,0.9262329931972789
biodeg,2,MCAR,0.1,naive,1.0,0.8625592417061612,0.8528380102040816,0.8989547038327527,0.9252763605442177
biodeg,2,MCAR,0.15000000000000002,pseudo_labeling,1.0,0.8625592417061612,0.8484268707482994,0.8996539792387543,0.926232993197279
biodeg,2,MCAR,0.15000000000000002,kmeans_majority,1.0,0.8578199052132701,0.8450255102040816,0.8958333333333334,0.9244260204081634
biodeg,2,MCAR,0.15000000000000002,naive,1.0,0.8436018957345972,0.8304102891156462,0.8850174216027874,0.927721088435374
biodeg,2,MCAR,0.2,pseudo_labeling,1.0,0.8862559241706162,0.8742559523809523,0.9172413793103448,0.9231505102040817
biodeg,2,MCAR,0.2,kmeans_majority,1.0,0.8815165876777251,0.8664434523809523,0.9140893470790378,0.9296343537414966
biodeg,2,MCAR,0.2,naive,1.0,0.8578199052132701,0.8450255102040816,0.8958333333333334,0.9257015306122449
biodeg,2,MCAR,0.25,pseudo_labeling,1.0,0.8578199052132701,0.836203231292517,0.8972602739726028,0.9144345238095237
biodeg,2,MCAR,0.25,kmeans_majority,1.0,0.8578199052132701,0.8406143707482994,0.896551724137931,0.9151785714285713
biodeg,2,MCAR,0.25,naive,1.0,0.8672985781990521,0.851828231292517,0.903448275862069,0.9205994897959183
biodeg,2,MCAR,0.30000000000000004,pseudo_labeling,1.0,0.8720379146919431,0.8552295918367347,0.9072164948453608,0.9143282312925171
biodeg,2,MCAR,0.30000000000000004,kmeans_majority,1.0,0.8815165876777251,0.8664434523809523,0.9140893470790378,0.922406462585034
biodeg,2,MCAR,0.30000000000000004,naive,1.0,0.8483412322274881,0.833811649659864,0.8888888888888888,0.9134778911564626
biodeg,2,MCAR,0.35000000000000003,pseudo_labeling,1.0,0.8483412322274881,0.8294005102040816,0.8896551724137931,0.9150722789115646
biodeg,2,MCAR,0.35000000000000003,kmeans_majority,1.0,0.8246445497630331,0.7903380102040816,0.8745762711864407,0.8954081632653061
biodeg,2,MCAR,0.35000000000000003,naive,1.0,0.8625592417061612,0.8484268707482994,0.8996539792387543,0.9209183673469388
biodeg,2,MCAR,0.4,pseudo_labeling,1.0,0.8436018957345972,0.8171768707482994,0.8873720136518771,0.9142219387755102
biodeg,2,MCAR,0.4,kmeans_majority,1.0,0.8151658767772512,0.7747130102040816,0.8686868686868687,0.8909438775510204
biodeg,2,MCAR,0.4,naive,1.0,0.8578199052132701,0.8538477891156462,0.8943661971830986,0.9140093537414966
biodeg,2,MCAR,0.45,pseudo_labeling,1.0,0.8436018957345972,0.812765731292517,0.888135593220339,0.8979591836734693
biodeg,2,MCAR,0.45,kmeans_majority,1.0,0.8151658767772512,0.7526573129251701,0.8729641693811075,0.8854166666666666
biodeg,2,MCAR,0.45,naive,1.0,0.8436018957345972,0.8215880102040816,0.8865979381443299,0.9133715986394558
biodeg,2,MCAR,0.5,pseudo_labeling,1.0,0.8625592417061612,0.8396045918367347,0.9010238907849829,0.905718537414966
biodeg,2,MCAR,0.5,kmeans_majority,1.0,0.8388625592417062,0.8270089285714286,0.8811188811188811,0.8848852040816327
biodeg,2,MCAR,0.5,naive,1.0,0.8436018957345972,0.8392325680272108,0.8833922261484098,0.9043367346938774
biodeg,2,MCAR,0.55,pseudo_labeling,1.0,0.8483412322274881,0.820578231292517,0.891156462585034,0.9048681972789115
biodeg,2,MCAR,0.55,kmeans_majority,1.0,0.8293838862559242,0.7849170918367347,0.88,0.9052933673469388
biodeg,2,MCAR,0.55,naive,1.0,0.8388625592417062,0.8314200680272108,0.8802816901408451,0.9096513605442177
biodeg,2,MCAR,0.6000000000000001,pseudo_labeling,1.0,0.8483412322274881,0.8029336734693877,0.8940397350993378,0.9129464285714286
biodeg,2,MCAR,0.6000000000000001,kmeans_majority,1.0,0.8056872037914692,0.7546768707482994,0.8637873754152824,0.87765731292517
biodeg,2,MCAR,0.6000000000000001,naive,1.0,0.8293838862559242,0.789328231292517,0.8791946308724832,0.8826530612244897
biodeg,2,MCAR,0.65,pseudo_labeling,1.0,0.8483412322274881,0.8073448129251701,0.8933333333333333,0.9071003401360546
biodeg,2,MCAR,0.65,kmeans_majority,1.0,0.7677725118483413,0.687765731292517,0.842443729903537,0.8676658163265307
biodeg,2,MCAR,0.65,naive,1.0,0.8388625592417062,0.804953231292517,0.8851351351351351,0.9151785714285714
biodeg,2,MCAR,0.7000000000000001,pseudo_labeling,1.0,0.8009478672985783,0.7292198129251701,0.864516129032258,0.8891369047619049
biodeg,2,MCAR,0.7000000000000001,kmeans_majority,1.0,0.7962085308056872,0.7434630102040816,0.8571428571428571,0.8565051020408163
biodeg,2,MCAR,0.7000000000000001,naive,1.0,0.8199052132701422,0.7692920918367347,0.8741721854304636,0.8715986394557823
biodeg,2,MCAR,0.75,pseudo_labeling,1.0,0.8104265402843602,0.7360225340136055,0.8717948717948718,0.8856292517006803
biodeg,2,MCAR,0.75,kmeans_majority,1.0,0.7630331753554502,0.6667198129251701,0.8427672955974843,0.8397108843537415
biodeg,2,MCAR,0.75,naive,1.0,0.8199052132701422,0.8001700680272108,0.8680555555555556,0.8858418367346939
biodeg,2,MCAR,0.8,pseudo_labeling,1.0,0.7819905213270142,0.6979698129251701,0.8535031847133758,0.8390731292517006
biodeg,2,MCAR,0.8,kmeans_majority,1.0,0.7772511848341233,0.7210352891156462,0.8438538205980066,0.8292942176870747
biodeg,2,MCAR,0.8,naive,1.0,0.8293838862559242,0.802561649659864,0.8767123287671232,0.8772321428571428
biodeg,2,MCAR,0.8500000000000001,pseudo_labeling,1.0,0.7725118483412322,0.7176339285714286,0.84,0.8526785714285715
biodeg,2,MCAR,0.8500000000000001,kmeans_majority,1.0,0.6587677725118484,0.636001275510204,0.7391304347826086,0.6543367346938775
biodeg,2,MCAR,0.8500000000000001,naive,1.0,0.8199052132701422,0.8001700680272108,0.8680555555555556,0.8436437074829932
biodeg,2,MAR1,0.0,pseudo_labeling,1.0,0.8672985781990521,0.8562393707482994,0.9027777777777778,0.9173044217687074
biodeg,2,MAR1,0.0,kmeans_majority,1.0,0.8672985781990521,0.8562393707482994,0.9027777777777778,0.9173044217687074
biodeg,2,MAR1,0.0,naive,1.0,0.8672985781990521,0.8562393707482994,0.9027777777777778,0.9173044217687074
biodeg,2,MAR1,0.05,pseudo_labeling,1.0,0.8672985781990521,0.8562393707482994,0.9027777777777778,0.9220875850340137
biodeg,2,MAR1,0.05,kmeans_majority,1.0,0.8767772511848341,0.8630420918367347,0.9103448275862069,0.9248511904761905
biodeg,2,MAR1,0.05,naive,1.0,0.8672985781990521,0.8562393707482994,0.9027777777777778,0.9223001700680272
biodeg,2,MAR1,0.1,pseudo_labeling,1.0,0.8672985781990521,0.851828231292517,0.903448275862069,0.9204931972789115
biodeg,2,MAR1,0.1,kmeans_majority,1.0,0.8530805687203792,0.8328018707482994,0.8934707903780069,0.9132653061224489
biodeg,2,MAR1,0.1,naive,1.0,0.8578199052132701,0.849436649659864,0.8951048951048951,0.9216624149659863
biodeg,2,MAR1,0.15000000000000002,pseudo_labeling,1.0,0.8720379146919431,0.8552295918367347,0.9072164948453608,0.9173044217687075
biodeg,2,MAR1,0.15000000000000002,kmeans_majority,1.0,0.8578199052132701,0.8406143707482994,0.896551724137931,0.9252763605442177
biodeg,2,MAR1,0.15000000000000002,naive,1.0,0.8578199052132701,0.849436649659864,0.8951048951048951,0.9236819727891156
biodeg,2,MAR1,0.2,pseudo_labeling,1.0,0.8625592417061612,0.844015731292517,0.9003436426116839,0.9171981292517006
biodeg,2,MAR1,0.2,kmeans_majority,1.0,0.8578199052132701,0.8406143707482994,0.896551724137931,0.9152848639455783
biodeg,2,MAR1,0.2,naive,1.0,0.8672985781990521,0.851828231292517,0.903448275862069,0.9161352040816326
biodeg,2,MAR1,0.25,pseudo_labeling,1.0,0.8530805687203792,0.841624149659864,0.89198606271777,0.9141156462585034
biodeg,2,MAR1,0.25,kmeans_majority,1.0,0.8625592417061612,0.844015731292517,0.9003436426116839,0.9065688775510203
biodeg,2,MAR1,0.25,naive,1.0,0.8530805687203792,0.841624149659864,0.89198606271777,0.9136904761904762
biodeg,2,MAR1,0.30000000000000004,pseudo_labeling,1.0,0.8625592417061612,0.8351934523809523,0.9016949152542373,0.9169855442176871
biodeg,2,MAR1,0.30000000000000004,kmeans_majority,1.0,0.8578199052132701,0.8273809523809523,0.8986486486486487,0.9145408163265306
biodeg,2,MAR1,0.30000000000000004,naive,1.0,0.8530805687203792,0.8372130102040816,0.8927335640138409,0.9148596938775511
biodeg,2,MAR1,0.35000000000000003,pseudo_labeling,1.0,0.8388625592417062,0.804953231292517,0.8851351351351351,0.9060374149659863
biodeg,2,MAR1,0.35000000000000003,kmeans_majority,1.0,0.8436018957345972,0.812765731292517,0.888135593220339,0.900829081632653
biodeg,2,MAR1,0.35000000000000003,naive,1.0,0.8341232227488151,0.810374149659864,0.8797250859106529,0.9065688775510204
biodeg,2,MAR1,0.4,pseudo_labeling,1.0,0.8530805687203792,0.8239795918367347,0.8949152542372881,0.9021045918367345
biodeg,2,MAR1,0.4,kmeans_majority,1.0,0.8293838862559242,0.7981505102040816,0.8775510204081632,0.8844600340136055
biodeg,2,MAR1,0.4,naive,1.0,0.8483412322274881,0.8294005102040816,0.8896551724137931,0.9115646258503401
biodeg,2,MAR1,0.45,pseudo_labeling,1.0,0.8530805687203792,0.8151573129251701,0.8963210702341137,0.905718537414966
biodeg,2,MAR1,0.45,kmeans_majority,1.0,0.8388625592417062,0.8093643707482994,0.8843537414965986,0.8972151360544218
biodeg,2,MAR1,0.45,naive,1.0,0.8672985781990521,0.8385948129251701,0.9054054054054054,0.9139030612244897
biodeg,2,MAR1,0.5,pseudo_labeling,1.0,0.8483412322274881,0.8161670918367347,0.8918918918918919,0.9093324829931972
biodeg,2,MAR1,0.5,kmeans_majority,1.0,0.8388625592417062,0.7873086734693877,0.8881578947368421,0.9233630952380953
biodeg,2,MAR1,0.5,naive,1.0,0.8672985781990521,0.851828231292517,0.903448275862069,0.9140093537414965
biodeg,2,MAR1,0.55,pseudo_labeling,1.0,0.8483412322274881,0.8073448129251701,0.8933333333333333,0.8922193877551021
biodeg,2,MAR1,0.55,kmeans_majority,1.0,0.8483412322274881,0.8117559523809523,0.8926174496644296,0.8821215986394557
biodeg,2,MAR1,0.55,naive,1.0,0.8530805687203792,0.828390731292517,0.89419795221843,0.9122023809523809
biodeg,2,MAR1,0.6000000000000001,pseudo_labeling,1.0,0.8104265402843602,0.7404336734693877,0.8709677419354839,0.8803146258503401
biodeg,2,MAR1,0.6000000000000001,kmeans_majority,1.0,0.8056872037914692,0.7370323129251701,0.8673139158576052,0.851296768707483
biodeg,2,MAR1,0.6000000000000001,naive,1.0,0.8388625592417062,0.804953231292517,0.8851351351351351,0.8948767006802723
biodeg,2,MAR1,0.65,pseudo_labeling,1.0,0.8151658767772512,0.7570684523809523,0.8721311475409836,0.8717049319727892
biodeg,2,MAR1,0.65,kmeans_majority,1.0,0.8056872037914692,0.750265731292517,0.8646864686468647,0.8510841836734693
biodeg,2,MAR1,0.65,naive,1.0,0.8578199052132701,0.8406143707482994,0.896551724137931,0.8993409863945578
biodeg,2,MAR1,0.7000000000000001,pseudo_labeling,1.0,0.7914691943127962,0.7003613945578231,0.8616352201257862,0.8714923469387755
biodeg,2,MAR1,0.7000000000000001,kmeans_majority,1.0,0.7962085308056872,0.7302295918367347,0.8599348534201955,0.8484268707482994
biodeg,2,MAR1,0.7000000000000001,naive,1.0,0.8056872037914692,0.7458545918367347,0.8655737704918033,0.8880739795918366
biodeg,2,MAR1,0.75,pseudo_labeling,1.0,0.7819905213270142,0.6582695578231292,0.8614457831325302,0.8832908163265306
biodeg,2,MAR1,0.75,kmeans_majority,1.0,0.7535545023696683,0.6599170918367347,0.8354430379746836,0.7720025510204082
biodeg,2,MAR1,0.75,naive,1.0,0.8388625592417062,0.7873086734693877,0.8881578947368421,0.8964710884353742
biodeg,2,MAR1,0.8,pseudo_labeling,1.0,0.7535545023696683,0.6202168367346939,0.844311377245509,0.8861607142857144
biodeg,2,MAR1,0.8,kmeans_majority,1.0,0.7535545023696683,0.6025722789115646,0.847953216374269,0.8549107142857142
biodeg,2,MAR1,0.8,naive,1.0,0.8293838862559242,0.7981505102040816,0.8775510204081632,0.9056122448979592
biodeg,2,MAR1,0.8500000000000001,pseudo_labeling,1.0,0.8009478672985783,0.7071641156462585,0.86875,0.8575680272108843
biodeg,2,MAR1,0.8500000000000001,kmeans_majority,1.0,0.7725118483412322,0.6867559523809523,0.8471337579617835,0.8324829931972789
biodeg,2,MAR1,0.8500000000000001,naive,1.0,0.7677725118483413,0.6436543367346939,0.851963746223565,0.8590561224489797
biodeg,2,MAR2,0.0,pseudo_labeling,1.0,0.8672985781990521,0.8562393707482994,0.9027777777777778,0.9173044217687074
biodeg,2,MAR2,0.0,kmeans_majority,1.0,0.8672985781990521,0.8562393707482994,0.9027777777777778,0.9173044217687074
biodeg,2,MAR2,0.0,naive,1.0,0.8672985781990521,0.8562393707482994,0.9027777777777778,0.9173044217687074
biodeg,2,MAR2,0.05,pseudo_labeling,1.0,0.8625592417061612,0.8484268707482994,0.8996539792387543,0.9168792517006803
biodeg,2,MAR2,0.05,kmeans_majority,1.0,0.8483412322274881,0.833811649659864,0.8888888888888888,0.9132653061224489
biodeg,2,MAR2,0.05,naive,1.0,0.8625592417061612,0.8484268707482994,0.8996539792387543,0.9169855442176872
biodeg,2,MAR2,0.1,pseudo_labeling,1.0,0.8720379146919431,0.8552295918367347,0.9072164948453608,0.9173044217687074
biodeg,2,MAR2,0.1,kmeans_majority,1.0,0.8483412322274881,0.8249893707482994,0.8904109589041096,0.91156462585034
biodeg,2,MAR2,0.1,naive,1.0,0.8720379146919431,0.859640731292517,0.9065743944636678,0.9161352040816326
biodeg,2,MAR2,0.15000000000000002,pseudo_labeling,1.0,0.8530805687203792,0.8328018707482994,0.8934707903780069,0.9150722789115647
biodeg,2,MAR2,0.15000000000000002,kmeans_majority,1.0,0.8672985781990521,0.851828231292517,0.903448275862069,0.9132653061224489
biodeg,2,MAR2,0.15000000000000002,naive,1.0,0.8530805687203792,0.8372130102040816,0.8927335640138409,0.9173044217687074
biodeg,2,MAR2,0.2,pseudo_labeling,1.0,0.8672985781990521,0.851828231292517,0.903448275862069,0.9196428571428572
biodeg,2,MAR2,0.2,kmeans_majority,1.0,0.8720379146919431,0.8552295918367347,0.9072164948453608,0.9157100340136055
biodeg,2,MAR2,0.2,naive,1.0,0.8815165876777251,0.8708545918367347,0.9134948096885813,0.9159226190476192
biodeg,2,MAR2,0.25,pseudo_labeling,1.0,0.8625592417061612,0.8351934523809523,0.9016949152542373,0.9143282312925171
biodeg,2,MAR2,0.25,kmeans_majority,1.0,0.8530805687203792,0.8328018707482994,0.8934707903780069,0.9249574829931972
biodeg,2,MAR2,0.25,naive,1.0,0.8530805687203792,0.8328018707482994,0.8934707903780069,0.9183673469387755
biodeg,2,MAR2,0.30000000000000004,pseudo_labeling,1.0,0.8720379146919431,0.859640731292517,0.9065743944636678,0.9183673469387755
biodeg,2,MAR2,0.30000000000000004,kmeans_majority,1.0,0.8530805687203792,0.828390731292517,0.89419795221843,0.9008290816326531
biodeg,2,MAR2,0.30000000000000004,naive,1.0,0.8578199052132701,0.8538477891156462,0.8943661971830986,0.9196428571428571
biodeg,2,MAR2,0.35000000000000003,pseudo_labeling,1.0,0.8293838862559242,0.7805059523809523,0.8807947019867549,0.9008290816326531
biodeg,2,MAR2,0.35000000000000003,kmeans_majority,1.0,0.8009478672985783,0.7336309523809523,0.8636363636363636,0.8559736394557823
biodeg,2,MAR2,0.35000000000000003,naive,1.0,0.8436018957345972,0.8171768707482994,0.8873720136518771,0.9179421768707483
biodeg,2,MAR2,0.4,pseudo_labeling,1.0,0.8436018957345972,0.8171768707482994,0.8873720136518771,0.9071003401360545
biodeg,2,MAR2,0.4,kmeans_majority,1.0,0.8246445497630331,0.7859268707482994,0.8754208754208754,0.9028486394557824
biodeg,2,MAR2,0.4,naive,1.0,0.8625592417061612,0.8484268707482994,0.8996539792387543,0.9216624149659864
biodeg,2,MAR2,0.45,pseudo_labeling,1.0,0.8104265402843602,0.758078231292517,0.8675496688741722,0.8773384353741496
biodeg,2,MAR2,0.45,kmeans_majority,1.0,0.7914691943127962,0.7841730442176871,0.8428571428571429,0.852625425170068
biodeg,2,MAR2,0.45,naive,1.0,0.8199052132701422,0.7913477891156462,0.8698630136986302,0.8784013605442178
biodeg,2,MAR2,0.5,pseudo_labeling,1.0,0.8578199052132701,0.8317920918367347,0.8979591836734694,0.9079506802721089
biodeg,2,MAR2,0.5,kmeans_majority,1.0,0.8293838862559242,0.7981505102040816,0.8775510204081632,0.8853103741496599
biodeg,2,MAR2,0.5,naive,1.0,0.8388625592417062,0.8225977891156462,0.8819444444444444,0.9160289115646258
biodeg,2,MAR2,0.55,pseudo_labeling,1.0,0.7393364928909952,0.6011904761904762,0.835820895522388,0.8009141156462585
biodeg,2,MAR2,0.55,kmeans_majority,1.0,0.7772511848341233,0.703390731292517,0.8478964401294499,0.8225977891156463
biodeg,2,MAR2,0.55,naive,1.0,0.8056872037914692,0.7414434523809523,0.8664495114006515,0.8840348639455783
biodeg,2,MAR2,0.6000000000000001,pseudo_labeling,1.0,0.7677725118483413,0.6568877551020409,0.8492307692307692,0.8509778911564626
biodeg,2,MAR2,0.6000000000000001,kmeans_majority,1.0,0.7156398104265402,0.5665391156462585,0.8224852071005917,0.7496811224489797
biodeg,2,MAR2,0.6000000000000001,naive,1.0,0.8293838862559242,0.7981505102040816,0.8775510204081632,0.8737244897959183
biodeg,2,MAR2,0.65,pseudo_labeling,1.0,0.8388625592417062,0.8225977891156462,0.8819444444444444,0.8889243197278911
biodeg,2,MAR2,0.65,kmeans_majority,1.0,0.7488151658767772,0.7667942176870748,0.8,0.8051126700680272
biodeg,2,MAR2,0.65,naive,1.0,0.7772511848341233,0.6813350340136055,0.8526645768025078,0.8212159863945578
biodeg,2,MAR2,0.7000000000000001,pseudo_labeling,1.0,0.7867298578199052,0.6969600340136055,0.8580441640378549,0.8662840136054422
biodeg,2,MAR2,0.7000000000000001,kmeans_majority,1.0,0.7109004739336493,0.607249149659864,0.807570977917981,0.7465986394557824
biodeg,2,MAR2,0.7000000000000001,naive,1.0,0.7867298578199052,0.7543048469387755,0.845360824742268,0.8586309523809524
biodeg,2,MAR2,0.75,pseudo_labeling,1.0,0.8104265402843602,0.7404336734693877,0.8709677419354839,0.8608630952380953
biodeg,2,MAR2,0.75,kmeans_majority,1.0,0.7914691943127962,0.740061649659864,0.8533333333333334,0.837266156462585
biodeg,2,MAR2,0.75,naive,1.0,0.8056872037914692,0.763499149659864,0.8619528619528619,0.8598001700680272
biodeg,2,MAR2,0.8,pseudo_labeling,1.0,0.8293838862559242,0.8422619047619048,0.8686131386861314,0.8725552721088435
biodeg,2,MAR2,0.8,kmeans_majority,1.0,0.5592417061611374,0.6704400510204082,0.5507246376811594,0.6989264455782312
biodeg,2,MAR2,0.8,naive,1.0,0.8341232227488151,0.8412521258503401,0.8736462093862816,0.8924319727891157
biodeg,2,MAR2,0.8500000000000001,pseudo_labeling,1.0,0.8388625592417062,0.818186649659864,0.8827586206896552,0.9052933673469388
biodeg,2,MAR2,0.8500000000000001,kmeans_majority,1.0,0.6445497630331753,0.6478528911564626,0.714828897338403,0.6809098639455781
biodeg,2,MAR2,0.8500000000000001,naive,1.0,0.8246445497630331,0.8388605442176871,0.8644688644688645,0.9049744897959184
biodeg,2,MNAR,0.0,pseudo_labeling,1.0,0.8672985781990521,0.8562393707482994,0.9027777777777778,0.9173044217687074
biodeg,2,MNAR,0.0,kmeans_majority,1.0,0.8672985781990521,0.8562393707482994,0.9027777777777778,0.9173044217687074
biodeg,2,MNAR,0.0,naive,1.0,0.8672985781990521,0.8562393707482994,0.9027777777777778,0.9173044217687074
biodeg,2,MNAR,0.05,pseudo_labeling,1.0,0.8578199052132701,0.8450255102040816,0.8958333333333334,0.9132653061224489
biodeg,2,MNAR,0.05,kmeans_majority,1.0,0.8530805687203792,0.8372130102040816,0.8927335640138409,0.9139030612244897
biodeg,2,MNAR,0.05,naive,1.0,0.8530805687203792,0.841624149659864,0.89198606271777,0.9162414965986394
biodeg,2,MNAR,0.1,pseudo_labeling,1.0,0.8672985781990521,0.8606505102040816,0.9020979020979021,0.9174107142857143
biodeg,2,MNAR,0.1,kmeans_majority,1.0,0.8672985781990521,0.8606505102040816,0.9020979020979021,0.9169855442176871
biodeg,2,MNAR,0.1,naive,1.0,0.8625592417061612,0.857249149659864,0.8982456140350877,0.9191113945578231
biodeg,2,MNAR,0.15000000000000002,pseudo_labeling,1.0,0.8483412322274881,0.8426339285714286,0.8873239436619719,0.9208120748299319
biodeg,2,MNAR,0.15000000000000002,kmeans_majority,1.0,0.8672985781990521,0.8606505102040816,0.9020979020979021,0.9212372448979591
biodeg,2,MNAR,0.15000000000000002,naive,1.0,0.8720379146919431,0.8640518707482994,0.9059233449477352,0.9169855442176871
biodeg,2,MNAR,0.2,pseudo_labeling,1.0,0.8578199052132701,0.8450255102040816,0.8958333333333334,0.9134778911564627
biodeg,2,MNAR,0.2,kmeans_majority,1.0,0.8625592417061612,0.8528380102040816,0.8989547038327527,0.9234693877551021
biodeg,2,MNAR,0.2,naive,1.0,0.8388625592417062,0.8270089285714286,0.8811188811188811,0.9217687074829932
biodeg,2,MNAR,0.25,pseudo_labeling,1.0,0.8578199052132701,0.849436649659864,0.8951048951048951,0.9145408163265306
biodeg,2,MNAR,0.25,kmeans_majority,1.0,0.8672985781990521,0.8562393707482994,0.9027777777777778,0.915497448979592
biodeg,2,MNAR,0.25,naive,1.0,0.8530805687203792,0.8460352891156462,0.8912280701754386,0.9182610544217686
biodeg,2,MNAR,0.30000000000000004,pseudo_labeling,1.0,0.8530805687203792,0.8504464285714286,0.8904593639575972,0.9170918367346939
biodeg,2,MNAR,0.30000000000000004,kmeans_majority,1.0,0.8056872037914692,0.8296662414965986,0.846441947565543,0.8972151360544218
biodeg,2,MNAR,0.30000000000000004,naive,1.0,0.8483412322274881,0.8470450680272108,0.8865248226950354,0.9152848639455782
biodeg,2,MNAR,0.35000000000000003,pseudo_labeling,1.0,0.8530805687203792,0.8460352891156462,0.8912280701754386,0.9190051020408163
biodeg,2,MNAR,0.35000000000000003,kmeans_majority,1.0,0.8341232227488151,0.8280187074829932,0.8763250883392226,0.9033801020408163
biodeg,2,MNAR,0.35000000000000003,naive,1.0,0.8436018957345972,0.8480548469387755,0.8817204301075269,0.9210246598639455
biodeg,2,MNAR,0.4,pseudo_labeling,1.0,0.8341232227488151,0.8324298469387755,0.8754448398576512,0.9023171768707484
biodeg,2,MNAR,0.4,kmeans_majority,1.0,0.7440758293838863,0.7854485544217686,0.7874015748031497,0.8831845238095238
biodeg,2,MNAR,0.4,naive,1.0,0.8246445497630331,0.8300382653061225,0.8664259927797834,0.9036989795918368
biodeg,2,MNAR,0.45,pseudo_labeling,1.0,0.8151658767772512,0.8320578231292517,0.8560885608856088,0.9081632653061225
biodeg,2,MNAR,0.45,kmeans_majority,1.0,0.7393364928909952,0.7908694727891157,0.7791164658634538,0.8829719387755103
biodeg,2,MNAR,0.45,naive,1.0,0.8388625592417062,0.8446534863945578,0.8776978417266187,0.9095450680272109
biodeg,2,MNAR,0.5,pseudo_labeling,1.0,0.8056872037914692,0.8252551020408163,0.8475836431226765,0.8953018707482994
biodeg,2,MNAR,0.5,kmeans_majority,1.0,0.7014218009478673,0.7592474489795918,0.7407407407407407,0.8139880952380953
biodeg,2,MNAR,0.5,naive,1.0,0.8293838862559242,0.8422619047619048,0.8686131386861314,0.9098639455782312
biodeg,2,MNAR,0.55,pseudo_labeling,1.0,0.7488151658767772,0.7888499149659864,0.792156862745098,0.8913690476190476
biodeg,2,MNAR,0.55,kmeans_majority,1.0,0.6113744075829384,0.6725659013605443,0.6495726495726496,0.7013180272108843
