dataset,split,missing_type,missing_rate,method,lambda,accuracy,balanced_accuracy,f1,roc_auc
biodeg,0,MAR2,0.65,kmeans_majority,1.0,0.6398104265402843,0.5944469223907225,0.7361111111111112,0.6854371097234613
biodeg,0,MAR2,0.65,naive,1.0,0.8530805687203792,0.8358050847457628,0.8956228956228957,0.9107939339875112
biodeg,0,MAR2,0.7000000000000001,pseudo_labeling,1.0,0.8199052132701422,0.7194469223907225,0.8834355828220859,0.870651204281891
biodeg,0,MAR2,0.7000000000000001,kmeans_majority,1.0,0.7109004739336493,0.4934210526315789,0.8310249307479224,0.7379571810883141
biodeg,0,MAR2,0.7000000000000001,naive,1.0,0.8672985781990521,0.8197479928635147,0.9096774193548387,0.905664585191793
biodeg,0,MAR2,0.75,pseudo_labeling,1.0,0.7393364928909952,0.5546387154326494,0.8433048433048433,0.722457627118644
biodeg,0,MAR2,0.75,kmeans_majority,1.0,0.7156398104265402,0.6211529884032114,0.8089171974522293,0.7305976806422837
biodeg,0,MAR2,0.75,naive,1.0,0.8056872037914692,0.7406891168599465,0.8681672025723473,0.8510258697591436
biodeg,0,MAR2,0.8,pseudo_labeling,1.0,0.7914691943127962,0.8345227475468331,0.835820895522388,0.8995316681534345
biodeg,0,MAR2,0.8,kmeans_majority,1.0,0.6208530805687204,0.6953612845673506,0.6666666666666666,0.7402988403211418
biodeg,0,MAR2,0.8,naive,1.0,0.8293838862559242,0.824542818911686,0.8758620689655172,0.9018733273862622
biodeg,0,MAR2,0.8500000000000001,pseudo_labeling,1.0,0.8151658767772512,0.7317127564674397,0.877742946708464,0.8573818019625334
biodeg,0,MAR2,0.8500000000000001,kmeans_majority,1.0,0.7109004739336493,0.7215655664585192,0.7765567765567766,0.7505575379125781
biodeg,0,MAR2,0.8500000000000001,naive,1.0,0.8104265402843602,0.7854594112399642,0.8648648648648649,0.8805753791257807
biodeg,0,MNAR,0.0,pseudo_labeling,1.0,0.8530805687203792,0.8358050847457628,0.8956228956228957,0.9144736842105263
biodeg,0,MNAR,0.0,kmeans_majority,1.0,0.8530805687203792,0.8358050847457628,0.8956228956228957,0.9144736842105263
biodeg,0,MNAR,0.0,naive,1.0,0.8530805687203792,0.8358050847457628,0.8956228956228957,0.9144736842105263
biodeg,0,MNAR,0.05,pseudo_labeling,1.0,0.8672985781990521,0.861228813559322,0.9047619047619048,0.9173728813559322
biodeg,0,MNAR,0.05,kmeans_majority,1.0,0.8578199052132701,0.854649866190901,0.8972602739726028,0.9086752899197146
